300 41680
35 244 52
160 25 66
286 158 6
191 210 95
90 175 9
150 193 70
215 143 5
162 1 88
271 135 93
112 23 21
187 218 91
230 110 69
221 78 37
13 111 50
119 177 90
77 51 99
69 159 2
13 273 44
25 19 42
16 170 55
128 281 29
195 16 70
39 262 22
28 27 58
83 159 32
274 281 33
222 239 51
276 95 81
12 298 81
278 167 93
250 189 3
74 299 15
208 151 12
41 191 53
189 49 59
289 168 39
187 283 70
121 278 58
285 69 62
293 216 75
9 282 34
44 56 99
230 78 97
174 235 54
86 195 75
201 69 65
64 184 8
281 122 19
119 180 26
1 89 83
256 288 1
274 106 36
229 186 87
49 47 70
84 156 95
145 104 86
151 286 2
191 242 19
288 216 18
280 59 36
246 42 89
160 67 66
264 79 45
65 261 86
244 148 62
234 180 5
276 9 93
25 220 62
278 112 9
101 204 58
145 139 88
58 173 42
285 178 14
28 267 67
195 133 50
247 58 34
168 253 100
149 7 78
218 265 70
66 65 30
235 200 58
212 10 45
49 270 30
15 18 97
44 101 44
155 128 75
125 121 92
21 195 49
54 150 27
142 58 10
237 16 7
27 68 2
207 166 26
225 244 98
264 96 39
114 169 15
150 9 75
131 215 88
6 276 97
220 233 83
103 81 48
46 142 59
86 32 5
37 290 7
218 138 21
94 287 40
117 74 13
26 224 28
107 29 100
208 48 97
184 47 24
288 241 35
106 275 53
21 266 48
31 145 37
245 156 88
2 281 52
180 210 21
133 292 97
169 35 24
83 228 99
153 286 8
63 128 84
112 119 1
109 43 26
1 207 48
80 162 94
255 126 51
118 29 6
108 236 19
299 35 14
106 179 86
56 168 85
6 127 93
221 134 72
109 190 29
176 298 71
117 237 71
144 259 64
142 130 33
108 147 34
205 174 42
114 258 23
103 17 10
90 225 14
93 125 65
28 274 56
6 270 79
35 293 3
38 232 16
237 285 54
89 175 80
124 220 14
285 226 59
8 91 56
96 14 29
230 2 98
216 149 18
81 257 36
271 58 33
199 62 26
256 134 77
177 81 34
236 179 1
78 81 89
191 111 84
284 274 78
246 261 63
235 117 53
181 109 55
167 55 79
116 149 84
107 195 87
246 279 32
189 295 85
251 120 14
44 70 11
98 81 53
114 251 86
104 120 23
233 135 5
43 108 61
5 26 53
283 274 15
8 155 81
284 275 45
103 169 70
9 91 13
41 129 67
52 285 49
127 45 98
133 219 66
109 205 98
63 222 63
248 12 81
73 107 17
27 216 19
289 59 51
230 228 17
299 201 53
126 129 79
32 79 78
91 63 97
268 63 12
188 251 37
32 133 44
198 190 82
73 270 78
206 146 75
262 225 44
69 49 54
44 73 71
77 62 15
5 74 35
142 70 95
268 77 99
162 30 98
137 244 7
200 90 90
254 206 58
11 236 60
273 146 61
42 53 5
25 278 95
278 162 11
168 71 25
32 274 55
288 171 22
29 169 32
117 172 68
69 247 18
7 18 32
119 259 26
208 39 35
187 44 77
34 102 61
216 116 35
296 160 18
299 138 83
292 68 26
179 59 24
218 123 11
213 253 72
267 207 37
81 63 66
233 286 20
150 94 84
283 151 70
226 102 98
43 93 89
15 84 45
248 7 64
197 42 55
71 142 54
130 60 76
164 5 93
232 195 35
192 54 34
172 66 45
107 70 47
145 20 15
2 170 1
180 131 57
6 123 53
198 284 38
174 214 75
170 197 27
12 181 36
56 228 84
201 44 5
255 81 18
50 41 18
202 201 19
72 274 54
245 259 43
61 75 88
266 268 13
22 84 36
4 126 80
22 81 91
238 43 48
260 216 24
112 293 80
170 187 72
119 107 9
146 131 9
44 22 31
170 156 2
144 243 99
100 290 38
234 60 4
257 114 67
266 244 42
152 87 37
53 168 4
31 32 53
187 212 84
263 44 34
134 116 29
206 186 6
209 182 79
106 75 11
190 231 41
187 47 79
250 124 16
81 151 69
295 256 95
15 93 100
36 225 48
210 237 51
282 15 93
215 103 57
83 35 64
291 81 89
218 282 8
71 271 18
250 73 97
126 42 47
179 164 52
27 192 16
221 96 95
73 237 22
173 247 17
251 115 58
276 299 17
235 172 96
261 248 72
125 131 14
77 123 1
71 240 97
205 161 49
57 272 90
93 72 94
274 36 36
27 151 1
269 41 11
75 39 91
259 183 16
235 298 92
180 17 6
288 185 64
135 221 18
107 219 73
182 226 85
294 132 66
213 171 66
110 3 26
255 86 76
117 145 100
102 221 71
280 210 63
137 224 99
177 289 69
29 10 82
177 197 16
38 111 57
96 203 72
188 166 66
51 78 73
228 48 22
143 265 78
164 149 93
298 210 86
74 242 97
244 254 60
5 282 55
246 4 11
152 212 48
294 67 16
217 59 76
286 121 60
251 258 23
284 206 68
265 115 48
107 161 78
183 66 8
182 203 24
97 65 6
208 120 64
49 15 28
146 235 52
253 6 95
167 133 77
3 268 84
58 133 2
140 70 72
235 167 17
127 225 15
57 39 94
274 247 27
187 2 98
234 61 48
85 273 28
114 288 51
186 246 70
163 159 50
107 148 8
118 189 80
182 104 56
225 256 76
148 285 21
266 110 86
45 53 40
105 161 14
296 129 15
162 213 68
238 226 77
259 149 37
60 231 47
221 176 15
274 10 78
32 236 64
177 155 14
36 71 100
37 129 61
132 52 70
79 2 86
81 167 78
115 203 79
247 3 4
290 135 73
65 93 93
101 211 5
227 272 35
218 296 100
210 26 75
75 142 24
1 136 54
25 153 44
69 91 24
102 219 87
105 114 73
39 255 15
31 295 51
6 84 49
138 77 19
108 203 94
16 196 24
59 86 93
115 191 25
30 248 51
169 211 44
164 215 53
192 87 84
186 33 11
236 31 77
213 226 61
288 205 57
76 282 74
16 263 41
73 193 31
92 235 4
140 254 30
169 153 39
298 225 76
269 20 73
191 222 100
222 20 28
20 289 87
221 90 100
59 261 80
97 291 60
139 226 95
264 69 3
162 137 76
105 251 97
197 139 88
177 5 87
232 145 77
208 103 13
228 272 69
236 264 93
47 173 40
39 265 26
96 298 40
288 138 56
166 254 22
53 137 43
104 253 23
193 111 36
288 284 9
87 15 58
247 76 100
50 221 83
223 62 20
234 203 94
141 54 15
287 102 60
175 210 70
212 21 19
275 237 75
10 169 50
145 22 43
155 174 46
202 245 49
153 69 66
248 134 28
238 211 85
220 59 10
272 96 42
294 172 5
58 269 59
142 97 95
14 239 86
253 96 23
120 269 3
133 250 49
23 233 37
64 96 53
247 187 96
299 69 34
42 206 3
203 113 94
294 25 13
145 291 17
25 64 20
243 209 41
121 124 11
191 166 90
97 288 93
90 185 26
296 278 46
191 1 78
233 202 16
240 229 72
52 249 72
136 185 31
153 96 10
192 24 81
169 47 56
189 35 45
113 151 94
5 29 76
77 292 33
233 93 57
106 190 72
40 158 50
81 102 32
203 95 77
97 99 18
205 258 52
248 56 67
104 116 27
85 177 27
228 209 42
74 251 37
69 270 66
153 93 22
18 150 67
296 126 18
49 28 31
111 106 39
234 235 3
248 206 57
223 243 94
134 168 38
166 46 70
277 75 47
273 33 46
40 87 43
58 180 75
243 285 71
239 83 99
96 136 39
244 223 5
85 201 73
257 173 98
99 3 64
246 149 47
8 60 23
203 282 78
174 292 72
262 249 9
263 116 11
289 236 79
254 61 55
41 108 58
162 130 44
98 20 16
300 203 100
166 180 84
111 151 77
212 275 16
224 234 89
98 62 57
16 31 19
290 98 8
44 265 50
166 224 1
247 149 92
93 116 37
254 72 42
26 127 63
289 152 81
295 135 99
260 192 21
253 153 69
195 169 70
41 215 76
145 29 51
90 126 78
63 5 40
147 74 55
140 147 46
28 226 11
40 248 22
251 212 55
265 176 40
281 250 92
198 269 64
278 18 53
255 50 66
36 272 18
235 125 43
5 20 60
106 19 96
120 47 86
94 268 35
299 24 44
57 97 37
118 13 17
192 241 60
99 48 78
4 12 77
230 118 89
103 65 93
256 122 42
206 121 89
41 80 31
29 123 18
239 119 45
276 221 16
42 108 23
30 43 85
259 278 65
40 214 55
177 248 75
189 10 50
19 286 38
166 128 52
158 276 55
170 277 93
246 124 31
162 158 47
221 184 37
164 163 43
74 226 47
200 40 74
137 64 64
154 208 7
35 122 84
192 125 18
121 175 11
206 290 11
243 279 26
251 250 39
221 266 80
103 180 27
93 289 13
294 165 26
152 165 97
53 110 80
201 173 56
185 169 89
57 125 93
208 234 35
90 252 40
134 156 84
222 105 37
249 9 16
44 139 87
6 151 40
63 217 97
242 267 33
153 241 65
165 25 21
257 60 7
15 161 99
270 52 14
115 14 75
5 237 76
249 99 58
37 146 27
265 45 98
284 11 53
181 31 49
239 87 83
201 111 44
7 59 32
287 179 76
77 54 48
262 153 46
206 115 14
260 244 56
294 193 70
212 79 29
193 155 2
200 26 74
249 152 20
106 164 70
215 1 22
48 259 50
35 29 15
69 31 81
275 156 82
294 166 18
270 100 78
10 288 2
73 112 48
94 26 7
173 292 16
64 228 94
285 7 48
181 93 63
150 291 16
288 68 44
153 265 98
38 135 33
105 11 86
206 279 91
129 166 11
252 273 87
30 126 88
249 113 34
216 171 68
24 36 54
274 63 21
249 85 48
271 59 70
16 165 70
168 33 59
66 187 71
22 133 48
271 196 55
42 38 19
216 209 97
105 223 9
117 272 63
172 55 65
49 38 79
146 57 9
72 30 8
170 61 31
126 250 38
40 271 1
113 245 30
150 8 25
36 168 40
103 95 99
35 109 8
261 57 88
15 67 39
172 98 36
41 146 31
105 134 18
290 180 92
118 192 11
149 86 49
88 172 7
265 139 34
230 102 36
138 86 86
184 299 85
182 238 56
289 194 6
277 280 9
228 81 74
258 25 57
260 186 53
176 255 79
182 88 82
117 147 61
164 4 97
282 292 99
196 242 51
201 248 16
148 275 24
29 36 43
169 106 81
24 248 85
32 69 67
214 87 46
50 243 48
221 122 21
193 251 24
140 123 11
24 78 43
108 199 98
129 300 89
213 273 93
132 232 61
26 80 46
4 172 60
287 8 49
46 136 55
124 80 48
189 71 19
139 175 54
279 80 9
57 7 34
53 150 78
16 7 50
141 6 63
250 51 73
2 10 4
247 252 86
64 297 14
67 50 43
253 86 81
153 279 8
196 160 19
109 158 40
144 189 47
84 5 84
183 295 57
8 15 51
192 206 21
6 104 26
236 23 59
289 173 97
275 185 15
97 69 28
191 78 57
2 65 7
123 166 16
47 258 45
228 65 76
222 273 28
206 7 61
87 115 52
29 85 100
292 182 66
15 168 55
4 120 90
295 236 96
135 119 23
22 153 44
67 241 14
138 258 47
89 12 7
182 95 61
241 236 17
213 31 67
98 152 30
100 17 94
279 57 35
111 76 94
251 221 68
94 205 9
259 11 2
114 120 82
160 248 36
224 132 43
152 157 31
55 142 19
105 142 18
133 217 7
222 62 68
71 1 51
140 115 71
210 84 83
203 201 24
299 246 9
112 57 12
43 144 60
205 96 45
286 248 3
15 147 27
136 108 18
65 233 19
103 115 88
239 20 55
293 251 42
286 92 84
264 268 18
13 19 19
5 249 12
298 22 20
294 205 22
239 37 40
216 90 56
18 242 64
117 190 46
146 141 24
10 178 99
111 300 62
200 205 53
88 297 36
226 86 35
202 236 3
191 80 37
156 31 2
258 1 35
272 86 59
141 138 67
39 70 72
241 103 8
288 271 29
241 211 17
111 197 88
272 233 75
210 121 32
259 6 83
274 117 71
243 17 11
64 13 2
29 48 61
201 161 42
116 58 34
67 3 38
299 90 85
193 147 40
234 67 11
195 98 92
261 54 49
173 277 24
281 180 55
243 194 91
207 144 52
107 109 26
296 58 22
152 40 37
154 213 83
182 141 81
90 281 70
54 40 76
120 41 94
140 213 91
219 89 92
8 207 32
273 23 7
265 7 7
193 241 23
112 111 37
134 2 31
202 71 28
25 148 80
74 22 78
224 242 11
119 151 88
27 8 53
69 191 91
187 155 3
56 200 75
282 242 42
285 160 6
125 119 71
156 120 85
133 41 28
121 222 4
134 73 78
110 141 12
169 158 96
113 125 98
59 278 95
45 82 40
180 184 74
244 92 89
70 58 24
254 199 3
168 177 58
103 136 46
229 59 37
47 193 92
37 44 34
235 91 10
76 197 12
124 13 11
171 187 15
241 114 26
24 255 15
178 252 18
60 158 73
225 110 46
258 257 10
227 19 28
72 122 73
162 144 84
155 34 50
153 267 61
80 137 85
115 61 97
273 117 96
235 101 5
124 55 99
288 176 8
212 236 59
80 286 5
266 250 95
143 119 32
280 129 95
276 75 2
216 106 20
55 21 70
64 135 61
208 293 34
183 142 63
227 55 13
261 255 86
160 69 82
256 42 55
178 253 39
28 56 73
232 201 31
84 8 68
199 44 34
66 277 65
51 147 39
119 145 22
50 86 67
12 157 3
87 278 88
5 232 50
203 148 40
190 61 75
140 274 25
202 138 35
87 79 70
191 266 23
226 280 63
199 99 80
125 202 49
113 298 55
150 248 46
164 192 95
214 261 83
288 298 64
86 204 63
253 166 18
63 74 9
71 11 91
215 173 14
231 194 38
123 22 81
198 210 22
52 139 89
18 230 13
191 211 71
243 108 74
183 74 63
7 35 88
61 51 39
278 98 32
86 284 60
1 243 72
137 211 41
195 139 57
223 20 51
35 100 45
56 54 9
29 174 60
283 105 45
224 204 95
277 36 42
21 228 38
146 293 58
207 35 96
162 182 10
21 135 9
292 261 14
293 65 20
155 104 19
170 15 9
79 216 23
134 278 68
21 66 49
14 203 73
79 167 67
27 225 58
112 25 39
293 187 93
136 198 36
259 290 43
81 222 94
80 280 53
218 49 66
75 168 79
246 148 88
12 56 23
67 144 21
130 262 26
60 19 59
90 41 67
81 122 61
265 263 89
296 5 70
268 35 41
13 166 75
247 46 34
127 132 10
10 174 12
233 298 77
188 189 17
299 125 87
188 98 19
116 74 79
245 37 65
254 230 50
274 100 98
70 164 69
149 72 51
183 137 22
118 168 94
131 278 64
45 230 91
119 199 89
13 131 51
77 89 88
164 102 1
292 180 62
137 272 95
269 145 20
42 254 66
168 99 18
203 227 58
170 108 49
10 58 94
4 194 65
198 6 29
168 241 58
203 36 56
190 150 19
209 145 63
57 148 38
112 221 84
268 243 43
9 256 37
129 146 52
134 10 37
203 164 45
228 296 71
55 259 13
156 173 2
61 39 7
99 71 5
35 49 44
150 20 80
97 86 74
29 177 24
173 234 75
43 133 10
226 47 5
282 57 92
134 230 68
50 38 22
173 287 96
32 21 15
167 89 59
242 227 69
204 268 6
283 80 29
186 69 24
228 50 86
50 174 36
143 98 97
16 92 28
132 178 34
285 291 52
126 68 8
222 194 85
163 136 59
174 59 17
13 248 75
201 249 14
292 226 14
53 169 52
64 167 35
237 226 5
159 18 71
105 129 40
208 10 2
143 134 53
235 126 97
122 52 37
297 42 13
175 161 85
236 75 81
87 235 96
290 31 39
144 249 41
82 74 80
72 138 31
116 295 5
271 142 83
118 266 43
105 238 63
297 167 3
182 195 83
281 162 28
122 149 65
131 194 91
38 289 5
139 183 81
136 52 89
81 44 46
198 213 74
255 91 92
124 233 17
292 58 90
287 49 64
20 19 66
227 81 22
11 10 21
137 113 72
127 81 45
299 216 14
75 122 35
201 212 43
264 231 93
67 81 96
218 214 72
209 244 4
129 187 49
181 217 64
154 42 38
166 249 3
183 58 73
113 52 95
63 37 60
299 110 36
164 109 28
33 64 84
88 118 34
196 145 18
20 228 24
259 190 61
165 162 80
112 128 68
207 184 93
136 143 39
43 107 49
271 199 27
38 190 59
10 19 32
291 19 98
99 193 88
1 124 48
241 164 59
25 49 65
120 213 15
174 135 86
134 32 23
289 208 30
60 136 10
32 23 32
188 16 54
293 200 38
191 25 83
17 296 88
189 231 45
228 194 23
149 235 99
8 223 22
286 190 69
58 223 82
102 259 4
223 124 21
171 172 65
100 134 82
262 133 35
254 118 82
94 130 66
261 98 69
270 277 24
237 290 53
168 21 46
258 92 24
7 153 62
139 26 64
191 79 57
109 283 87
280 205 99
144 46 8
115 123 66
185 17 72
286 252 13
231 275 7
295 25 16
213 88 88
152 19 29
199 205 30
89 98 83
165 286 72
178 298 96
109 112 64
296 111 32
56 70 27
30 80 91
126 56 79
108 298 85
141 67 69
214 111 52
91 89 11
199 41 67
201 265 11
213 295 91
267 234 79
240 86 59
106 288 17
30 25 18
191 258 26
22 300 9
60 133 7
200 292 45
190 293 21
16 66 56
76 93 64
173 102 90
275 131 96
80 132 38
159 17 12
257 145 75
117 188 74
177 9 32
286 144 67
93 224 42
76 267 21
297 240 49
128 300 18
117 149 33
3 213 10
31 226 71
39 154 76
71 157 98
131 178 4
79 114 24
18 235 88
213 146 38
228 216 48
66 274 85
72 135 12
153 105 78
84 288 98
194 276 94
219 173 30
117 143 22
46 209 64
213 57 42
31 25 48
263 96 76
145 190 3
290 266 30
65 111 60
221 7 1
120 80 1
101 80 76
185 184 21
128 157 12
41 39 58
6 59 55
28 17 73
256 298 16
148 3 20
113 258 69
268 76 3
7 85 57
187 10 90
99 265 82
34 252 37
165 249 91
158 69 41
222 270 64
249 136 26
57 116 47
32 75 84
51 266 67
63 26 100
219 248 93
256 199 5
38 117 78
227 161 51
242 8 93
122 153 46
71 79 21
42 143 49
136 298 46
273 166 91
225 122 31
66 1 74
283 72 54
239 187 5
41 181 55
193 158 54
53 283 76
146 184 9
25 6 69
48 192 89
262 254 90
255 8 68
89 50 56
71 263 24
1 104 40
190 154 30
291 218 73
218 202 9
226 293 25
131 26 15
297 46 84
162 267 60
87 294 87
282 224 12
277 257 48
10 129 41
145 255 52
229 46 100
161 216 25
252 56 62
282 84 29
271 60 29
225 44 96
258 89 54
127 9 48
103 209 62
69 190 66
266 190 91
118 300 24
252 115 98
41 230 84
19 254 35
15 183 35
267 188 9
91 160 92
229 88 2
15 198 89
15 75 32
173 178 25
24 88 55
166 94 96
120 33 38
39 76 51
29 194 62
296 6 81
84 77 48
260 170 37
172 25 48
288 242 34
156 24 22
12 169 89
115 194 94
37 32 30
285 80 34
98 40 6
41 142 68
194 41 17
220 117 92
14 241 82
132 50 50
21 243 86
120 246 49
88 209 41
272 5 6
8 259 56
170 79 92
193 134 58
173 162 16
139 142 71
160 133 89
126 230 96
293 14 9
246 232 60
102 92 35
185 69 27
280 153 69
183 287 86
240 165 21
246 179 15
118 27 26
261 266 53
155 205 99
143 106 49
38 206 68
87 142 2
223 95 27
249 222 89
287 216 51
18 162 63
45 161 23
153 119 51
12 207 53
115 288 2
188 160 42
175 114 86
118 60 92
82 187 7
144 54 50
186 73 20
221 229 34
146 63 25
175 284 72
106 182 57
135 31 18
123 114 31
216 201 83
50 125 94
61 161 2
146 50 43
273 144 45
262 243 52
35 139 19
60 99 57
225 105 43
100 27 17
10 232 67
203 141 100
2 66 43
197 39 50
255 233 72
124 268 23
25 176 86
108 273 84
105 236 74
156 96 25
153 2 91
145 249 73
83 249 56
30 96 66
176 13 74
126 256 15
125 41 33
204 22 62
208 126 75
146 261 67
229 217 47
113 4 29
74 162 95
7 219 70
50 82 74
162 119 2
53 189 33
252 233 31
234 288 8
55 72 95
274 218 10
36 129 97
9 217 25
270 165 59
27 134 52
9 15 64
100 172 40
148 120 58
245 268 18
173 114 3
62 151 84
212 30 63
243 143 48
285 186 2
39 278 72
287 125 78
278 263 55
253 143 45
17 7 2
207 181 92
144 28 87
16 110 9
102 214 19
92 201 24
72 53 73
33 35 39
17 230 86
102 254 14
249 233 6
108 100 42
216 51 30
289 111 30
246 223 13
191 246 64
114 3 71
234 70 41
186 134 44
108 287 100
69 155 47
242 279 95
38 96 83
162 280 76
160 49 97
201 200 65
52 174 38
205 104 73
204 137 52
258 253 21
212 69 79
163 268 58
38 56 45
249 294 67
229 272 61
289 125 75
280 91 86
291 119 64
109 254 74
292 132 76
165 48 69
87 236 89
232 254 40
263 93 52
128 147 9
110 210 65
296 95 29
100 223 6
84 24 72
104 264 38
265 130 97
284 83 35
61 20 82
279 99 64
294 75 44
252 116 32
189 137 37
216 54 84
221 161 88
59 141 41
106 153 32
65 285 13
231 27 42
103 43 5
65 231 47
72 103 49
189 292 80
26 243 62
68 291 90
277 286 81
186 168 28
240 216 70
143 49 70
217 239 85
251 174 85
247 300 34
218 97 29
146 151 58
204 9 75
269 163 65
173 76 74
7 203 32
190 175 96
119 210 83
188 4 2
214 90 71
38 24 11
180 262 82
246 256 11
7 249 10
34 89 23
108 244 34
132 286 55
137 293 17
217 20 16
37 228 62
175 49 55
248 155 62
206 53 24
261 191 42
278 174 82
89 184 42
212 172 78
253 25 40
104 20 85
167 188 58
211 276 81
78 291 61
19 190 42
169 286 47
4 150 85
215 22 68
267 251 25
27 251 84
259 238 34
241 66 48
290 59 75
109 84 23
282 127 35
267 206 68
45 194 81
40 105 11
242 210 77
141 69 46
173 129 53
218 114 9
97 187 62
81 285 46
273 45 34
44 119 52
97 137 60
190 7 26
232 86 93
30 75 47
169 265 12
216 176 97
130 258 19
101 191 83
268 65 23
89 216 20
30 229 21
152 125 33
153 247 32
97 256 88
289 212 63
49 177 16
119 131 16
23 30 97
15 286 39
89 179 78
168 14 88
55 137 36
139 288 7
165 100 44
59 33 50
137 81 14
292 178 39
273 220 90
261 7 62
104 279 44
229 12 88
207 296 76
179 262 20
231 299 6
159 134 89
290 36 36
17 22 73
67 211 26
220 137 45
208 218 61
107 89 86
225 287 76
68 260 13
127 27 48
14 111 89
264 251 26
246 184 15
172 70 71
3 83 22
130 171 89
37 141 21
87 125 59
168 199 19
205 23 60
293 79 83
247 253 47
250 23 85
179 61 96
182 47 98
104 117 45
148 52 20
22 174 3
177 148 85
71 141 22
16 300 50
83 274 56
57 93 93
117 259 11
56 93 62
257 16 80
9 101 8
114 193 57
118 288 58
137 32 90
181 161 12
245 4 76
185 146 63
68 12 3
72 37 48
114 187 43
50 282 39
4 118 18
207 194 79
103 181 35
45 238 94
202 162 56
244 258 69
198 153 22
294 251 38
240 202 60
253 287 73
62 123 74
204 157 72
162 175 87
223 117 100
275 216 36
80 23 81
133 197 67
55 217 1
162 161 89
210 213 33
212 182 29
68 278 96
105 250 3
114 242 86
13 110 27
275 219 75
133 156 15
202 32 14
44 41 7
158 25 39
42 199 71
88 13 31
22 173 57
186 151 81
299 43 3
228 9 29
217 182 80
22 108 76
120 36 2
179 36 39
242 61 25
201 219 33
106 223 38
151 45 90
22 64 99
153 115 96
262 297 53
111 114 61
219 110 2
176 279 98
87 211 7
104 129 5
22 281 54
178 266 11
237 297 82
23 160 7
195 92 90
128 4 82
209 283 87
257 147 18
232 3 96
190 272 11
92 208 41
238 66 81
29 234 68
259 220 93
49 280 76
196 202 73
214 69 85
101 234 50
165 259 12
103 29 17
199 181 71
46 14 19
96 118 30
219 295 97
172 282 46
63 9 95
166 285 45
245 212 30
247 10 20
58 169 65
238 250 79
147 261 36
94 154 10
84 112 85
139 194 89
48 237 27
265 140 90
258 186 74
81 213 73
252 235 7
205 65 11
177 110 54
199 212 91
198 18 61
48 185 18
136 189 36
293 136 59
78 127 83
215 7 89
136 279 74
217 6 30
3 120 92
53 62 81
195 124 78
181 46 85
10 220 20
26 212 18
118 25 43
283 179 51
147 269 10
153 44 83
113 120 80
258 101 35
44 178 60
194 218 84
45 234 73
49 98 41
91 18 19
288 75 64
12 33 84
14 45 37
12 149 83
71 5 88
100 140 90
9 212 37
210 27 51
274 104 79
157 232 53
196 260 61
235 239 8
69 143 10
109 146 68
298 165 7
83 183 79
47 143 6
94 108 68
171 72 53
178 230 50
245 201 35
141 122 50
277 159 39
265 133 85
241 156 99
239 163 83
202 205 81
280 133 65
136 100 38
253 280 89
171 188 13
69 231 30
189 214 31
79 224 96
192 186 50
274 226 20
267 2 23
112 107 67
172 134 92
102 108 29
13 141 29
251 276 81
113 29 53
227 132 61
244 65 42
211 192 41
84 96 32
184 23 55
160 165 5
166 17 46
269 224 6
262 155 69
86 228 51
122 48 91
284 52 20
159 54 44
256 247 30
219 5 71
93 127 57
32 216 84
276 281 10
79 55 77
266 49 95
108 169 67
240 8 19
237 130 73
121 4 74
198 184 16
188 275 38
169 226 54
277 11 12
205 22 10
80 276 90
154 231 29
109 127 96
210 234 11
179 39 81
285 264 74
291 183 27
196 67 80
132 149 79
94 100 3
270 293 77
270 184 81
197 79 50
71 70 21
171 113 32
65 247 82
283 160 30
203 222 29
73 287 6
116 88 41
208 43 83
88 225 54
43 14 66
24 292 75
229 110 44
261 61 57
22 259 16
241 142 71
20 164 8
173 19 33
184 79 43
6 210 2
120 234 9
206 134 64
148 249 86
141 296 100
47 239 12
149 154 95
63 207 82
34 229 6
21 34 49
226 265 74
40 108 42
288 225 73
30 194 55
107 192 64
137 236 13
87 51 3
3 32 59
184 11 78
153 199 35
65 179 98
7 200 18
209 39 28
105 41 48
36 6 81
263 41 39
39 244 40
104 77 24
176 50 76
101 241 37
115 210 88
203 216 52
255 180 93
270 175 81
230 5 96
118 49 28
225 57 86
265 109 87
108 200 81
278 107 33
126 177 31
132 273 61
239 285 47
141 169 94
37 110 25
170 263 4
269 144 39
256 222 27
240 300 93
290 242 50
28 222 58
44 136 10
113 10 32
148 229 33
84 265 15
78 88 12
256 179 93
245 270 31
205 55 16
66 64 2
133 23 48
20 283 32
256 294 96
182 269 69
19 136 22
91 120 95
129 220 73
18 164 58
100 257 22
33 271 97
189 64 95
9 97 25
37 241 77
256 280 31
41 198 23
98 112 74
19 121 51
206 247 95
231 281 5
175 132 90
263 218 80
262 178 68
53 38 1
140 163 63
278 183 10
252 232 62
21 17 15
140 56 14
19 40 52
278 96 92
116 271 59
